Area_Name,Year,Group_Code,Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Karnataka,2003,7, Robbery,4809,15261,167610780,371003264
Karnataka,2004,1,Cattle,210,309,1769420,3365612
Karnataka,2004,2, Electronic Components,458,1938,33135793,89650578
Karnataka,2004,3, Cultural Property including Antiques,144,430,8547527,30308458
Karnataka,2004,4,Motor Vehicles,780,2475,17824226,57709853
Karnataka,2004,5, Fire Arms/Explosive Substances,2844,11218,146444096,416525018
Karnataka,2004,6, Other Property,4623,15287,213501883,554239640
Karnataka,2004,7, Robbery,5065,17294,208157857,488638274
Karnataka,2005,1,Cattle,173,273,1978300,3158571
Karnataka,2005,2, Electronic Components,407,1615,37756448,123068432
Karnataka,2005,3, Cultural Property including Antiques,138,297,15646025,25123364
Karnataka,2005,4,Motor Vehicles,786,1760,15579493,23990730
Karnataka,2005,5, Fire Arms/Explosive Substances,2804,11952,185947342,476519586
Karnataka,2005,6, Other Property,5537,16514,245040852,3409258825
Karnataka,2005,7, Robbery,6070,18418,287048314,555850765
Karnataka,2005,8, Criminal Breach of Trust,94,434,6490466,1041217289
Karnataka,2006,1,Cattle,180,252,2264531,3451281
Karnataka,2006,2, Electronic Components,401,1582,41118677,134540587
Karnataka,2006,3, Cultural Property including Antiques,123,296,19336212,32168882
Karnataka,2006,4,Motor Vehicles,734,1664,9264705,38015561
Karnataka,2006,5, Fire Arms/Explosive Substances,2580,11202,192808114,511052100
Karnataka,2006,6, Other Property,5343,14935,229016216,719054366
Karnataka,2006,7, Robbery,5791,16452,226960455,586073054
Karnataka,2006,8, Criminal Breach of Trust,116,378,20579025,91306788
Karnataka,2007,1,Cattle,181,245,2191260,3643970
Karnataka,2007,2, Electronic Components,348,1334,50025418,150119673
Karnataka,2007,3, Cultural Property including Antiques,130,351,24368125,46370739
Karnataka,2007,4,Motor Vehicles,623,1513,11216193,56614530
Karnataka,2007,5, Fire Arms/Explosive Substances,3644,11536,237630070,631976424
Karnataka,2007,6, Other Property,6706,14420,217798106,943439406
Karnataka,2007,7, Robbery,7235,15755,227409660,790979637
Karnataka,2007,8, Criminal Breach of Trust,89,320,10670130,82460451
Karnataka,2008,1,Cattle,164,241,2517965,4877650
Karnataka,2008,2, Electronic Components,392,1412,84129482,191709299
Karnataka,2008,3, Cultural Property including Antiques,143,519,25575025,66989149
Karnataka,2008,4,Motor Vehicles,406,1113,22228355,60305980
Karnataka,2008,5, Fire Arms/Explosive Substances,4064,17684,362901916,880515332
Karnataka,2008,6, Other Property,5505,16398,414078065,1584521247
Karnataka,2008,7, Robbery,6148,19606,439813062,982083591
Karnataka,2008,8, Criminal Breach of Trust,122,360,60994188,289353089
Karnataka,2009,1,Cattle,154,244,3071240,4863072
Karnataka,2009,2, Electronic Components,375,1336,74545659,270267327
Karnataka,2009,3, Cultural Property including Antiques,124,315,30147900,75174081
Karnataka,2009,4,Motor Vehicles,331,965,8315506,24241423
Karnataka,2009,5, Fire Arms/Explosive Substances,5226,21980,451241588,1198648850
Karnataka,2009,6, Other Property,6082,18882,661828177,1995285829
Karnataka,2009,7, Robbery,6601,22674,588970582,1062229794
Karnataka,2009,8, Criminal Breach of Trust,97,389,13716945,865928132
Karnataka,2010,1,Cattle,181,246,4361813,6089440
Karnataka,2010,2, Electronic Components,513,1384,140177782,207059852
Karnataka,2010,3, Cultural Property including Antiques,97,214,29132950,53038885
Karnataka,2010,4,Motor Vehicles,255,688,11207981,31360847
Karnataka,2010,5, Fire Arms/Explosive Substances,6422,20604,678002412,1039434972
Karnataka,2010,6, Other Property,6955,19148,678782169,2088623495
Karnataka,2010,7, Robbery,7677,22314,769420685,1690948704
Karnataka,2010,8, Criminal Breach of Trust,183,380,4313888,120010848
Kerala,2001,1,Cattle,36,55,184150,357950
Kerala,2001,2, Electronic Components,171,638,31550539,114158271
Kerala,2001,3, Cultural Property including Antiques,81,258,3899414,25961283
Kerala,2001,4,Motor Vehicles,265,690,2592106,10946183
Kerala,2001,5, Fire Arms/Explosive Substances,1026,3590,90744140,359606346
Kerala,2001,6, Other Property,2468,7764,51066057,239842265
Kerala,2001,7, Robbery,2461,5977,72863449,252850176
Kerala,2002,1,Cattle,36,53,136546,173821
Kerala,2002,2, Electronic Components,240,755,40467303,118612750
Kerala,2002,3, Cultural Property including Antiques,31,83,4358255,11466479
Kerala,2002,4,Motor Vehicles,241,710,4829453,14447364
Kerala,2002,5, Fire Arms/Explosive Substances,1222,3956,114549786,331966004
Kerala,2002,6, Other Property,2690,8773,67094358,481665459
Kerala,2002,7, Robbery,2191,6147,81895050,287079517
Kerala,2003,1,Cattle,30,42,96850,386776
Kerala,2003,2, Electronic Components,201,619,41255364,128116924
Kerala,2003,3, Cultural Property including Antiques,21,86,2266500,19838450
Kerala,2003,4,Motor Vehicles,435,1518,6320103,86175293
Kerala,2003,5, Fire Arms/Explosive Substances,1262,3336,106970836,335310110
Kerala,2003,6, Other Property,2370,6743,75441010,323480477
Kerala,2003,7, Robbery,2111,5215,81682709,230038440
Kerala,2004,1,Cattle,39,66,189800,384850
Kerala,2004,2, Electronic Components,246,551,39997492,81274059
Kerala,2004,3, Cultural Property including Antiques,20,47,2485372,4639192
Kerala,2004,4,Motor Vehicles,231,556,3705215,9183676
Kerala,2004,5, Fire Arms/Explosive Substances,1450,3434,113654798,243845056
Kerala,2004,6, Other Property,2993,8418,61314711,346901147
Kerala,2004,7, Robbery,2434,5730,71337803,248163353
Kerala,2005,1,Cattle,48,61,223210,307310
Kerala,2005,2, Electronic Components,131,563,26765383,113883586
Kerala,2005,3, Cultural Property including Antiques,83,261,13781470,41174904
Kerala,2005,4,Motor Vehicles,200,454,2712134,25322811
Kerala,2005,5, Fire Arms/Explosive Substances,1124,3892,98878300,371899198
Kerala,2005,6, Other Property,2906,9304,43054005,543978096
Kerala,2005,7, Robbery,2342,5866,73294951,327867973
Kerala,2005,8, Criminal Breach of Trust,48,278,2674311,71704600
Kerala,2006,1,Cattle,40,52,213150,276650
Kerala,2006,2, Electronic Components,156,686,29860999,161208995
Kerala,2006,3, Cultural Property including Antiques,110,300,9099520,37823900
Kerala,2006,4,Motor Vehicles,157,355,1666447,18637604
Kerala,2006,5, Fire Arms/Explosive Substances,1090,4038,92685960,453726020
Kerala,2006,6, Other Property,2368,8577,81633319,1318109016
Kerala,2006,7, Robbery,2132,5767,83923047,380729727
Kerala,2006,8, Criminal Breach of Trust,37,243,4237380,698169929
Kerala,2007,1,Cattle,27,43,149650,335075
Kerala,2007,2, Electronic Components,204,797,38453039,168137488
Kerala,2007,3, Cultural Property including Antiques,82,206,19322350,46015225
Kerala,2007,4,Motor Vehicles,264,541,3754413,15839356
Kerala,2007,5, Fire Arms/Explosive Substances,1286,4220,134474542,487762150
Kerala,2007,6, Other Property,2877,12718,69059561,1889210152
Kerala,2007,7, Robbery,2606,6151,102138985,487355616
Kerala,2007,8, Criminal Breach of Trust,18,298,1955592,109496116
Kerala,2008,1,Cattle,28,40,135500,249000
Kerala,2008,2, Electronic Components,150,610,24126694,116616676
Kerala,2008,3, Cultural Property including Antiques,94,220,22859302,52190052
Kerala,2008,4,Motor Vehicles,259,429,3372969,21070162
Kerala,2008,5, Fire Arms/Explosive Substances,1218,4002,112101242,397891792
Kerala,2008,6, Other Property,2996,12019,90653473,3303266807
Kerala,2008,7, Robbery,2750,6137,93147892,437471157
Kerala,2008,8, Criminal Breach of Trust,21,319,8165098,961553395
Kerala,2009,1,Cattle,19,29,136500,273500
Kerala,2009,2, Electronic Components,137,382,25497008,71630236
Kerala,2009,3, Cultural Property including Antiques,83,223,15094990,42473529
Kerala,2009,4,Motor Vehicles,270,454,103766106,112018598
Kerala,2009,5, Fire Arms/Explosive Substances,1484,4056,107016896,303362138
Kerala,2009,6, Other Property,3684,11722,250271868,4479656267
Kerala,2009,7, Robbery,3000,6023,112319638,309576864
Kerala,2009,8, Criminal Breach of Trust,29,254,2023388,141278899
Kerala,2010,1,Cattle,26,34,221200,394200
Kerala,2010,2, Electronic Components,96,264,15600015,50995145
Kerala,2010,3, Cultural Property including Antiques,75,156,18274547,44652445
Kerala,2010,4,Motor Vehicles,303,558,4421702,19313914
Kerala,2010,5, Fire Arms/Explosive Substances,1252,2952,95735794,255879932
Kerala,2010,6, Other Property,3354,10420,163216320,4273356576
Kerala,2010,7, Robbery,2479,4660,84678766,234008913
Kerala,2010,8, Criminal Breach of Trust,44,264,5789528,482166623
Lakshadweep,2001,1,Cattle,0,0,0,0
Lakshadweep,2001,2, Electronic Components,0,0,0,0
Lakshadweep,2001,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2001,4,Motor Vehicles,1,1,2300,2300
Lakshadweep,2001,5, Fire Arms/Explosive Substances,0,0,0,0
Lakshadweep,2001,6, Other Property,4,11,33100,106990
Lakshadweep,2001,7, Robbery,4,10,31900,93790
Lakshadweep,2002,1,Cattle,0,0,0,0
Lakshadweep,2002,2, Electronic Components,1,1,10500,10500
Lakshadweep,2002,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2002,4,Motor Vehicles,1,1,8000,8000
Lakshadweep,2002,5, Fire Arms/Explosive Substances,0,0,0,0
Lakshadweep,2002,6, Other Property,5,19,66795,191235
Lakshadweep,2002,7, Robbery,5,12,58500,94090
Lakshadweep,2003,1,Cattle,0,0,0,0
Lakshadweep,2003,2, Electronic Components,0,1,0,15000
Lakshadweep,2003,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2003,4,Motor Vehicles,1,4,4000,14000
Lakshadweep,2003,5, Fire Arms/Explosive Substances,2,2,158000,158000
Lakshadweep,2003,6, Other Property,1,8,13650,70650
Lakshadweep,2003,7, Robbery,3,8,96650,113650
Lakshadweep,2004,1,Cattle,0,0,0,0
Lakshadweep,2004,2, Electronic Components,0,0,0,0
Lakshadweep,2004,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2004,4,Motor Vehicles,0,0,0,0
Lakshadweep,2004,5, Fire Arms/Explosive Substances,0,0,0,0
Lakshadweep,2004,6, Other Property,3,7,3410,7770
Lakshadweep,2004,7, Robbery,3,5,3410,5610
Lakshadweep,2005,1,Cattle,0,0,0,0
Lakshadweep,2005,2, Electronic Components,0,0,0,0
Lakshadweep,2005,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2005,4,Motor Vehicles,0,1,0,2318
Lakshadweep,2005,5, Fire Arms/Explosive Substances,0,0,0,0
Lakshadweep,2005,6, Other Property,2,8,9410,259340
Lakshadweep,2005,7, Robbery,1,7,1000,241248
Lakshadweep,2005,8, Criminal Breach of Trust,0,0,0,0
Lakshadweep,2006,1,Cattle,0,0,0,0
Lakshadweep,2006,2, Electronic Components,0,0,0,0
Lakshadweep,2006,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2006,4,Motor Vehicles,5,7,60400,257000
Lakshadweep,2006,5, Fire Arms/Explosive Substances,2,4,50000,124000
Lakshadweep,2006,6, Other Property,6,10,25800,57300
Lakshadweep,2006,7, Robbery,11,17,101200,348100
Lakshadweep,2006,8, Criminal Breach of Trust,0,0,0,0
Lakshadweep,2007,1,Cattle,0,0,0,0
Lakshadweep,2007,2, Electronic Components,0,3,0,576000
Lakshadweep,2007,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2007,4,Motor Vehicles,1,6,2000,102100
Lakshadweep,2007,5, Fire Arms/Explosive Substances,4,4,129194,129194
Lakshadweep,2007,6, Other Property,0,19,0,712226
Lakshadweep,2007,7, Robbery,3,20,66597,220223
Lakshadweep,2007,8, Criminal Breach of Trust,0,0,0,0
Lakshadweep,2008,1,Cattle,0,0,0,0
Lakshadweep,2008,2, Electronic Components,0,0,0,0
Lakshadweep,2008,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2008,4,Motor Vehicles,0,1,0,22000
Lakshadweep,2008,5, Fire Arms/Explosive Substances,0,2,0,90000
Lakshadweep,2008,6, Other Property,3,9,99000,177000
Lakshadweep,2008,7, Robbery,2,8,9000,74000
Lakshadweep,2008,8, Criminal Breach of Trust,0,0,0,0
Lakshadweep,2009,1,Cattle,0,0,0,0
Lakshadweep,2009,2, Electronic Components,4,7,100000,600000
Lakshadweep,2009,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2009,4,Motor Vehicles,2,10,52000,206000
Lakshadweep,2009,5, Fire Arms/Explosive Substances,8,10,200000,900000
Lakshadweep,2009,6, Other Property,12,84,298000,4221000
Lakshadweep,2009,7, Robbery,3,13,100000,777000
Lakshadweep,2009,8, Criminal Breach of Trust,0,0,0,0
Lakshadweep,2010,1,Cattle,0,0,0,0
Lakshadweep,2010,2, Electronic Components,0,0,0,0
Lakshadweep,2010,3, Cultural Property including Antiques,0,0,0,0
Lakshadweep,2010,4,Motor Vehicles,3,3,22000,22000
Lakshadweep,2010,5, Fire Arms/Explosive Substances,0,0,0,0
Lakshadweep,2010,6, Other Property,0,4,0,21000
Lakshadweep,2010,7, Robbery,2,4,9000,18000
Lakshadweep,2010,8, Criminal Breach of Trust,0,0,0,0
Madhya Pradesh,2001,1,Cattle,765,1642,6585421,12618836
Madhya Pradesh,2001,2, Electronic Components,362,1233,32741266,65245424
Madhya Pradesh,2001,3, Cultural Property including Antiques,86,278,22025981,33727922
Madhya Pradesh,2001,4,Motor Vehicles,924,2237,3805236,10381278
Madhya Pradesh,2001,5, Fire Arms/Explosive Substances,2534,8646,160939342,329586112
Madhya Pradesh,2001,6, Other Property,8967,29739,114290547,325021457
Madhya Pradesh,2001,7, Robbery,7610,22193,160810668,343735054
Madhya Pradesh,2002,1,Cattle,781,1619,7238663,13137343
Madhya Pradesh,2002,2, Electronic Components,354,1235,26782220,58212578
Madhya Pradesh,2002,3, Cultural Property including Antiques,112,302,28739338,39753217
Madhya Pradesh,2002,4,Motor Vehicles,1017,2541,3765029,25004394
Madhya Pradesh,2002,5, Fire Arms/Explosive Substances,3046,9690,178156234,337561696
Madhya Pradesh,2002,6, Other Property,9985,28405,130512708,385717537
Madhya Pradesh,2002,7, Robbery,8340,22724,177298320,372138873
Madhya Pradesh,2003,1,Cattle,648,1415,5760664,11331519
Madhya Pradesh,2003,2, Electronic Components,617,1745,29814976,63998043
Madhya Pradesh,2003,3, Cultural Property including Antiques,106,203,32156444,46371818
Madhya Pradesh,2003,4,Motor Vehicles,834,2291,6673979,14847434
Madhya Pradesh,2003,5, Fire Arms/Explosive Substances,3502,10416,197660322,376449232
Madhya Pradesh,2003,6, Other Property,9101,26857,126346801,387740410
Madhya Pradesh,2003,7, Robbery,7955,22058,194492854,417892103
Madhya Pradesh,2004,1,Cattle,765,1580,8500012,14877123
Madhya Pradesh,2004,2, Electronic Components,389,1320,30430318,75282361
Madhya Pradesh,2004,3, Cultural Property including Antiques,108,205,23837988,38642478
Madhya Pradesh,2004,4,Motor Vehicles,1010,2771,4957073,12382807
Madhya Pradesh,2004,5, Fire Arms/Explosive Substances,3590,12340,201563928,438327420
Madhya Pradesh,2004,6, Other Property,10035,27151,129653657,394960797
Madhya Pradesh,2004,7, Robbery,8819,24230,196249919,433710083
Madhya Pradesh,2005,1,Cattle,606,1170,6709241,14159270
Madhya Pradesh,2005,2, Electronic Components,428,1154,43297749,92693985
Madhya Pradesh,2005,3, Cultural Property including Antiques,131,256,40089138,69906252
Madhya Pradesh,2005,4,Motor Vehicles,1133,2739,8266107,16349661
Madhya Pradesh,2005,5, Fire Arms/Explosive Substances,4192,13102,242376502,522021946
Madhya Pradesh,2005,6, Other Property,9026,24277,136418020,402574247
Madhya Pradesh,2005,7, Robbery,8645,22364,214128025,465136467
Madhya Pradesh,2005,8, Criminal Breach of Trust,328,489,16256773,61101274
Madhya Pradesh,2006,1,Cattle,637,1281,7837025,14136881
Madhya Pradesh,2006,2, Electronic Components,399,1096,41298177,83455152
Madhya Pradesh,2006,3, Cultural Property including Antiques,189,496,41096432,80348118
Madhya Pradesh,2006,4,Motor Vehicles,1227,2943,8829202,21160982
Madhya Pradesh,2006,5, Fire Arms/Explosive Substances,4354,15302,284428540,623122486
Madhya Pradesh,2006,6, Other Property,9006,23876,198948694,1103427021
Madhya Pradesh,2006,7, Robbery,9090,23654,243182090,548904349
Madhya Pradesh,2006,8, Criminal Breach of Trust,217,362,8046499,41386099
Madhya Pradesh,2007,1,Cattle,628,1171,11455773,19793655
Madhya Pradesh,2007,2, Electronic Components,443,1164,50425765,107275559
Madhya Pradesh,2007,3, Cultural Property including Antiques,194,479,55256174,109531453
Madhya Pradesh,2007,4,Motor Vehicles,1103,2726,60504552,76515806
Madhya Pradesh,2007,5, Fire Arms/Explosive Substances,4562,17624,318719728,709048754
Madhya Pradesh,2007,6, Other Property,9112,24328,223324223,544464376
Madhya Pradesh,2007,7, Robbery,9039,24514,333714484,678845157
Madhya Pradesh,2007,8, Criminal Breach of Trust,264,392,19174548,30867694
Madhya Pradesh,2008,1,Cattle,592,1126,11251448,21146251
Madhya Pradesh,2008,2, Electronic Components,418,1135,47071782,123726392
Madhya Pradesh,2008,3, Cultural Property including Antiques,173,487,40523176,89746652
Madhya Pradesh,2008,4,Motor Vehicles,1195,2890,18093440,37246865
Madhya Pradesh,2008,5, Fire Arms/Explosive Substances,4654,22058,264259124,768331542
Madhya Pradesh,2008,6, Other Property,9390,23907,180921146,668066868
Madhya Pradesh,2008,7, Robbery,9331,26973,266473533,763863567
Madhya Pradesh,2008,8, Criminal Breach of Trust,312,450,13761605,84903306
Madhya Pradesh,2009,1,Cattle,583,1033,12559187,21660806
Madhya Pradesh,2009,2, Electronic Components,414,1092,42302166,99872918
Madhya Pradesh,2009,3, Cultural Property including Antiques,192,454,72175020,127146749
Madhya Pradesh,2009,4,Motor Vehicles,1223,2748,16709605,58859287
Madhya Pradesh,2009,5, Fire Arms/Explosive Substances,4906,21910,400060230,894899130
Madhya Pradesh,2009,6, Other Property,8620,23128,213049713,607739469
Madhya Pradesh,2009,7, Robbery,8929,25647,356798682,765136572
Madhya Pradesh,2009,8, Criminal Breach of Trust,317,437,19209976,51747531
Madhya Pradesh,2010,1,Cattle,520,931,16377598,27403665
Madhya Pradesh,2010,2, Electronic Components,397,1102,52029943,131436562
Madhya Pradesh,2010,3, Cultural Property including Antiques,139,410,55028156,103946982
Madhya Pradesh,2010,4,Motor Vehicles,852,2015,10319090,29760368
Madhya Pradesh,2010,5, Fire Arms/Explosive Substances,5554,24120,378685034,903540974
Madhya Pradesh,2010,6, Other Property,7585,19569,7266353054,7789128889
Madhya Pradesh,2010,7, Robbery,7940,23551,7366911333,7840439677
Madhya Pradesh,2010,8, Criminal Breach of Trust,234,371,32067682,105352477
Maharashtra,2001,1,Cattle,479,852,4925556,9173876
Maharashtra,2001,2, Electronic Components,889,3802,110126391,424613708
Maharashtra,2001,3, Cultural Property including Antiques,385,701,71921412,115107561
Maharashtra,2001,4,Motor Vehicles,947,2195,8059368,21557199
Maharashtra,2001,5, Fire Arms/Explosive Substances,5840,17744,485727350,1465005722
Maharashtra,2001,6, Other Property,17273,48883,661826530,4142362940
Maharashtra,2001,7, Robbery,15354,42365,493422649,1739279863
Maharashtra,2002,1,Cattle,509,858,3511572,8090893
Maharashtra,2002,2, Electronic Components,771,3624,100649278,536319356
Maharashtra,2002,3, Cultural Property including Antiques,267,423,54893542,90546103
Maharashtra,2002,4,Motor Vehicles,846,1984,5763014,30344482
Maharashtra,2002,5, Fire Arms/Explosive Substances,5644,18128,464961980,1477168702
Maharashtra,2002,6, Other Property,16583,46748,1188846665,11435715760
Maharashtra,2002,7, Robbery,14573,40076,444508123,1777750255
Maharashtra,2003,1,Cattle,443,753,3435890,7112529
Maharashtra,2003,2, Electronic Components,673,3097,112506089,455152963
Maharashtra,2003,3, Cultural Property including Antiques,190,338,50702030,84363476
Maharashtra,2003,4,Motor Vehicles,676,1713,3609359,20447752
Maharashtra,2003,5, Fire Arms/Explosive Substances,5504,18542,465042526,1443814276
Maharashtra,2003,6, Other Property,17246,47117,652482078,4026131967
Maharashtra,2003,7, Robbery,14488,39450,433525252,1536799620
Maharashtra,2004,1,Cattle,477,805,3618730,7443005
Maharashtra,2004,2, Electronic Components,749,3456,124046133,541206996
Maharashtra,2004,3, Cultural Property including Antiques,226,420,64107343,197559309
Maharashtra,2004,4,Motor Vehicles,853,2560,5900918,33412353
Maharashtra,2004,5, Fire Arms/Explosive Substances,7196,22598,547130946,1905499070
Maharashtra,2004,6, Other Property,17885,52385,614778726,5546391974
Maharashtra,2004,7, Robbery,15818,46414,491943071,1928363296
Maharashtra,2005,1,Cattle,546,874,4190179,8812636
Maharashtra,2005,2, Electronic Components,623,3623,124891437,636252451
Maharashtra,2005,3, Cultural Property including Antiques,151,536,67167121,168339744
Maharashtra,2005,4,Motor Vehicles,939,2899,6343913,40990288
Maharashtra,2005,5, Fire Arms/Explosive Substances,5854,24360,565607242,2075435538
Maharashtra,2005,6, Other Property,20535,56919,643575826,7294763813
Maharashtra,2005,7, Robbery,17264,49585,626425577,2316452965
Maharashtra,2005,8, Criminal Breach of Trust,890,1637,105086490,1594302767
Maharashtra,2006,1,Cattle,450,858,4229456,10684988
Maharashtra,2006,2, Electronic Components,850,3817,183951241,710945534
Maharashtra,2006,3, Cultural Property including Antiques,195,438,78063350,179415539
Maharashtra,2006,4,Motor Vehicles,821,2521,6310960,209128638
Maharashtra,2006,5, Fire Arms/Explosive Substances,7340,25470,730366828,2358593628
Maharashtra,2006,6, Other Property,20702,56494,833617416,8364556862
Maharashtra,2006,7, Robbery,17491,49449,651829714,2398344014
Maharashtra,2006,8, Criminal Breach of Trust,902,1643,114074650,1614797474
Maharashtra,2007,1,Cattle,476,817,6210108,16854368
Maharashtra,2007,2, Electronic Components,824,3721,141267908,718594297
Maharashtra,2007,3, Cultural Property including Antiques,167,496,100051868,253968417
Maharashtra,2007,4,Motor Vehicles,825,2437,6673597,62018056
Maharashtra,2007,5, Fire Arms/Explosive Substances,7118,27798,665406548,2958858220
Maharashtra,2007,6, Other Property,21809,57830,1328630315,12351110227
Maharashtra,2007,7, Robbery,18194,50939,834334687,3455269791
Maharashtra,2007,8, Criminal Breach of Trust,861,1621,176923736,2011980786
Maharashtra,2008,1,Cattle,487,896,7524974,19180448
Maharashtra,2008,2, Electronic Components,513,3524,87209990,453918999
Maharashtra,2008,3, Cultural Property including Antiques,274,861,85341497,271068036
Maharashtra,2008,4,Motor Vehicles,767,2312,18971419,60845275
Maharashtra,2008,5, Fire Arms/Explosive Substances,6626,33812,555473602,2126803478
Maharashtra,2008,6, Other Property,23974,62585,1206561634,21167425950
Maharashtra,2008,7, Robbery,19811,56443,864837728,4124909466
Maharashtra,2008,8, Criminal Breach of Trust,876,1761,152911595,3442732203
Maharashtra,2009,1,Cattle,464,848,11026564,22774016
Maharashtra,2009,2, Electronic Components,626,3096,186130271,840121358
Maharashtra,2009,3, Cultural Property including Antiques,371,896,115836645,486316611
Maharashtra,2009,4,Motor Vehicles,943,2785,11235432,100230922
Maharashtra,2009,5, Fire Arms/Explosive Substances,9212,36258,832862684,3438813036
Maharashtra,2009,6, Other Property,22078,60504,1106462587,17268552191
Maharashtra,2009,7, Robbery,18873,54761,863610177,3561654006
Maharashtra,2009,8, Criminal Breach of Trust,918,1735,142506516,1483178194
Maharashtra,2010,1,Cattle,372,747,6452139,25097573
Maharashtra,2010,2, Electronic Components,709,3208,212723335,900715229
Maharashtra,2010,3, Cultural Property including Antiques,279,868,126028228,489509816
Maharashtra,2010,4,Motor Vehicles,794,2592,413091336,477966685
Maharashtra,2010,5, Fire Arms/Explosive Substances,9218,37206,906956558,3640267828
Maharashtra,2010,6, Other Property,24831,64444,2100484795,26356963371
Maharashtra,2010,7, Robbery,19540,56808,1182913834,5380348088
Maharashtra,2010,8, Criminal Breach of Trust,1096,1812,320011695,12140905176
Manipur,2001,1,Cattle,4,4,43950,43950
Manipur,2001,2, Electronic Components,3,40,375351,2436700
Manipur,2001,3, Cultural Property including Antiques,1,8,40000,70000
Manipur,2001,4,Motor Vehicles,4,21,40195,1267562
Manipur,2001,5, Fire Arms/Explosive Substances,14,142,807200,8191704
Manipur,2001,6, Other Property,53,416,5486060,35295298
Manipur,2001,7, Robbery,21,256,1223245,9368527
Manipur,2002,1,Cattle,0,2,0,14650
Manipur,2002,2, Electronic Components,4,53,320000,2779995
Manipur,2002,3, Cultural Property including Antiques,2,5,1110000,1361000
Manipur,2002,4,Motor Vehicles,4,37,26550,5059413
Manipur,2002,5, Fire Arms/Explosive Substances,30,238,3206000,13206154
Manipur,2002,6, Other Property,15,327,1237705,16953259
Manipur,2002,7, Robbery,20,264,731730,10405147
Manipur,2003,1,Cattle,1,6,19000,133000
Manipur,2003,2, Electronic Components,9,43,1756750,2521520
Manipur,2003,3, Cultural Property including Antiques,0,4,0,55000
Manipur,2003,4,Motor Vehicles,2,15,77000,681674
Manipur,2003,5, Fire Arms/Explosive Substances,22,248,2800000,10529400
Manipur,2003,6, Other Property,21,326,1363714,14376132
Manipur,2003,7, Robbery,20,261,1318664,8349236
Manipur,2004,1,Cattle,0,0,0,0
Manipur,2004,2, Electronic Components,2,29,2900,2454219
Manipur,2004,3, Cultural Property including Antiques,1,1,1000000,1000000
Manipur,2004,4,Motor Vehicles,3,14,164155,426347
Manipur,2004,5, Fire Arms/Explosive Substances,10,218,2268000,10172394
Manipur,2004,6, Other Property,21,294,4149728,37708664
Manipur,2004,7, Robbery,24,249,4470587,13322119
Manipur,2005,1,Cattle,1,3,22000,37000
Manipur,2005,2, Electronic Components,2,36,35000,997814
Manipur,2005,3, Cultural Property including Antiques,0,0,0,0
Manipur,2005,4,Motor Vehicles,2,46,18470,4320618
Manipur,2005,5, Fire Arms/Explosive Substances,14,184,488000,8678190
Manipur,2005,6, Other Property,23,234,596640,118550128
Manipur,2005,7, Robbery,28,255,510140,13661512
Manipur,2005,8, Criminal Breach of Trust,2,52,250000,86397529
Manipur,2006,1,Cattle,2,10,43000,91600
Manipur,2006,2, Electronic Components,0,68,0,2113007
Manipur,2006,3, Cultural Property including Antiques,2,7,90800,705000
Manipur,2006,4,Motor Vehicles,2,17,36200,355062
Manipur,2006,5, Fire Arms/Explosive Substances,16,230,725600,9582000
Manipur,2006,6, Other Property,41,485,1770110,58897365
Manipur,2006,7, Robbery,17,300,453500,10731834
Manipur,2006,8, Criminal Breach of Trust,2,32,120400,30743668
Manipur,2007,1,Cattle,2,4,16000,104000
Manipur,2007,2, Electronic Components,6,184,131710,3638373
Manipur,2007,3, Cultural Property including Antiques,2,30,490000,3187000
Manipur,2007,4,Motor Vehicles,3,67,192000,2217943
Manipur,2007,5, Fire Arms/Explosive Substances,18,314,1674000,17016000
Manipur,2007,6, Other Property,5,829,69200,187574956
Manipur,2007,7, Robbery,23,468,1113910,15933195
Manipur,2007,8, Criminal Breach of Trust,0,19,0,7601968
Manipur,2008,1,Cattle,0,5,0,51000
Manipur,2008,2, Electronic Components,9,155,1115000,26383431
Manipur,2008,3, Cultural Property including Antiques,0,6,0,970700
Manipur,2008,4,Motor Vehicles,6,81,50750,3023436
Manipur,2008,5, Fire Arms/Explosive Substances,18,594,2376000,41077560
Manipur,2008,6, Other Property,11,787,839500,121124144
Manipur,2008,7, Robbery,24,454,1170250,39487699
Manipur,2008,8, Criminal Breach of Trust,2,24,605000,9553041
Manipur,2009,1,Cattle,2,14,45000,438500
Manipur,2009,2, Electronic Components,5,74,627200,10933553
Manipur,2009,3, Cultural Property including Antiques,1,16,135000,2180000
Manipur,2009,4,Motor Vehicles,3,39,87640,2484934
Manipur,2009,5, Fire Arms/Explosive Substances,14,640,1788000,43698520
Manipur,2009,6, Other Property,32,515,93666600,180684943
Manipur,2009,7, Robbery,16,398,1060700,21956576
